PMID,Date,PreceedingText,Estimate,Lower,Upper,Ratio,Beta  
20406758,2010 May 15,"ales spent 36 (95% CI: 34, 38) and ",33,31,36,False,False
20406758,2010 May 15,", and Swedish and US females spent ",32,29,34,False,False
20406758,2010 May 15,"ales spent 32 (95% CI: 29, 34) and ",19,17,21,False,False
23171883,2012 Dec 15,"isk, with adjusted hazard ratios = ",8.83,3.67,21.30,True,False
23171883,2012 Dec 15,"fidence interval: 3.67, 21.30) and ",7.19,3.58,14.44,False,False
20562189,2010 Jul 1, and 95% confidence intervals were ,1.08,0.73,1.57,False,False
20562189,2010 Jul 1,7) for the <25 nmol/L category and ,0.90,0.51,1.58,False,False
27986703,2017 Jan 15,ted risk of ALL (odds ratio (OR) = ,1.17,1.01,1.36,True,False
27986703,2017 Jan 15,th an 11% higher risk of ALL (OR = ,1.11,1.01,1.22,True,False
27986703,2017 Jan 15,arger for elective C-section (OR = ,1.38,1.11,1.70,True,False
12851228,2003 Jul 15,"y level, and alcohol intake, were -",4.3,12.8,4.3,False,False
12851228,2003 Jul 15,"ce interval (CI): -12.8, 4.3) and -",6.1,10.8,1.5,False,False
12851228,2003 Jul 15,"twins, the equivalent values were -",0.1,4.0,3.8,False,False
12851228,2003 Jul 15,mmHg/kg for systolic pressure and -,0.4,2.9,2.2,False,False
12851228,2003 Jul 15,hin-pair analysis the values were -,0.9,6.4,4.6,False,False
12851228,2003 Jul 15,mmHg/kg for systolic pressure and -,0.2,4.1,3.7,False,False
28108470,2017 Feb 1,in newborns (adjusted risk ratio = ,1.15,1.01,1.31,True,False
28108470,2017 Feb 1,"ease in B12, adjusted risk ratio = ",0.89,0.82,0.97,True,False
28108470,2017 Feb 1,eterm birth (adjusted risk ratio = ,1.21,0.99,1.49,True,False
12851223,2003 Jul 15,"cording to the authors' estimates, ",79.9,63.6,87.9,False,False
12851223,2003 Jul 15,hin the compounds of the cases and ,93.3,80.6,98.8,False,False
12851223,2003 Jul 15,ther close contacts. Each case had ,0.164,0,1.31,False,False
12851223,2003 Jul 15, period that preceded the rash and ,6.87,4.52,10.1,False,False
27941069,2017 Jan 1, tumors (pooled odds ratio (pOR) = ,1.32,1.10,1.58,True,False
27941069,2017 Jan 1,d risk of borderline tumors (pOR = ,2.14,1.08,4.24,True,False
27941069,2017 Jan 1,ovarian cancer risk overall (pOR = ,0.99,0.83,1.19,True,False
27941069,2017 Jan 1, of low-grade serous tumors (pOR = ,1.48,0.92,2.38,True,False
20421220,2010 May 15, vs. lowest: adjusted odds ratio = ,2.86,1.56,5.23,True,False
20421220,2010 May 15, vs. lowest: adjusted odds ratio = ,2.48,1.22,5.06,True,False
17493950,2007 Aug 1,uced by 34% for men (relative risk=,0.64,0.50,0.83,True,False
17493950,2007 Aug 1,nd by 25% for women (relative risk=,0.75,0.50,1.14,True,False
17493950,2007 Aug 1, active twin had a 20% (odds ratio=,0.80,0.65,0.99,True,False
17493950,2007 Aug 1,se mortality and a 32% (odds ratio=,0.68,0.49,0.95,True,False
23171876,2012 Dec 1,s ALL diagnosis (odds ratio (OR) = ,1.7,1.5,2.0,True,False
23171876,2012 Dec 1, before the case's diagnosis (OR = ,1.3,1.1,1.5,True,False
23171876,2012 Dec 1,and before the age of 1 year (OR = ,1.4,1.1,1.7,True,False
16221810,2005 Nov 1,herapy (adjusted odds ratio (OR) = ,0.55,0.33,0.91,True,False
16221810,2005 Nov 1,"per 5-unit increase, adjusted OR = ",0.65,0.52,0.81,True,False
16221810,2005 Nov 1,e cigarette smoking (adjusted OR = ,2.17,1.34,3.52,True,False
16221810,2005 Nov 1,2) and hysterectomy (adjusted OR = ,1.75,1.15,2.66,True,False
16177148,2005 Nov 1, asbestos. Their relative risk was ,1.36,0.96,1.93,True,False
16177148,2005 Nov 1,associated with a relative risk of ,1.54,0.99,2.40,True,False
20581155,2010 Jul 15,he bottom quartile (hazard ratio = ,2.07,1.29,3.32,True,False
20581155,2010 Jul 15,f BNP in predicting mortality (C = ,0.69,0.66,0.71,False,False
20581155,2010 Jul 15, that of an electrocardiogram (C = ,0.68,0.65,0.71,False,False
35015807,2022 Mar 24,mpared with those without it (HR = ,1.33,1.06,1.67,True,False
35015807,2022 Mar 24,s (3.2-3.8 kg)) birth weight (HR = ,1.21,1.01,1.45,True,False
35015807,2022 Mar 24,kg) increase in birth weight (HR = ,0.93,0.90,0.97,True,False
17478434,2007 Jun 15, reduced mortality (hazard ratio = ,0.78,0.62,0.99,True,False
30165573,2018 Dec 1, reduction of 23% (relative risk = ,0.77,0.60,0.99,True,False
25776013,2015 Apr 1," first quartile, odds ratio (OR) = ",0.98,0.77,1.25,True,False
25776013,2015 Apr 1,to be an inverse association (OR = ,0.76,0.58,0.99,True,False
25776013,2015 Apr 1,s association was attenuated (OR = ,0.91,0.68,1.20,True,False
16554344,2006 Jun 15,e vs. bottom: relative risk (RR) = ,1.21,0.92,1.60,True,False
16554344,2006 Jun 15,"CI): 0.92, 1.60), methionine (RR = ",1.00,0.76,1.33,True,False
16554344,2006 Jun 15," 1.33), dietary vitamin B(6) (RR = ",1.09,0.81,1.47,True,False
16554344,2006 Jun 15,"1.47), or total vitamin B(6) (RR = ",1.13,0.85,1.51,True,False
16554344,2006 Jun 15,ars after dietary assessment (RR = ,0.66,0.43,1.03,True,False
16554344,2006 Jun 15,) and for the serous subtype (RR = ,0.51,0.31,0.84,True,False
34889451,2022 Mar 24,smoked (as compared with none) was ,2.32,1.14,4.72,False,False
32676653,2020 Nov 2,han did high school diplomas (β = -,3.07,4.07,2.07,False,True
32676653,2020 Nov 2,degree attained at later ages (β = ,1.66,0.05,3.28,False,True
15987725,2005 Aug 1, a hazard ratio for NSAID users of ,0.80,0.77,0.83,True,False
15987725,2005 Aug 1,with an unadjusted hazard ratio of ,0.68,0.66,0.71,True,False
15987725,2005 Aug 1,n a more plausible hazard ratio of ,1.06,1.00,1.12,True,False
15229111,2004 Jul 1,islet autoimmunity (hazard ratio = ,2.10,1.09,4.05,True,False
16675537,2006 Jul 1, included Black race (odds ratio = ,3.8,2.2,6.6,True,False
16675537,2006 Jul 1,de the United States (odds ratio = ,2.1,1.1,3.9,True,False
16675537,2006 Jul 1,nal exposure to soil (odds ratio = ,2.7,1.3,6.0,True,False
35020804,2022 Mar 24,35 and time-dependent BMI ≥35 were ,1.42,1.10,1.84,False,False
35020804,2022 Mar 24,"nce interval (CI): 1.10, 1.84) and ",1.63,1.25,2.13,False,False
35020804,2022 Mar 24,essed 6 years before diagnosis was ,1.95,1.45,2.62,False,False
21190986,2011 Feb 1,k of asthma (adjusted odds ratio = ,1.52,1.07,2.16,True,False
21190986,2011 Feb 1,diagnosed after 3 years of age was ,1.66,0.99,2.79,False,False
21190986,2011 Feb 1,"t year of life, the odds ratio was ",1.66,1.12,3.46,True,False
21190986,2011 Feb 1,ly history of asthma (odds ratio = ,1.89,1.00,3.58,True,False
21190986,2011 Feb 1,ive allergy blood or skin test was ,1.59,1.10,2.28,False,False
35689640,2022 Sep 28,"lyses, everyday (odds ratio (OR) = ",0.86,0.78,0.95,True,False
35689640,2022 Sep 28,"I): 0.78, 0.95) and lifetime (OR = ",0.91,0.85,0.98,True,False
35689640,2022 Sep 28,ia depressive symptomatology (OR = ,0.99,0.98,1.00,True,False
37005071,2023 Jul 7,lity was lower among current (FR = ,0.81,0.64,1.03,False,False
37005071,2023 Jul 7,"% CI: 0.64, 1.03) and former (FR = ",0.89,0.81,0.98,False,False
37005071,2023 Jul 7,"ges <10, 10-19, and ≥20 years were ",0.73,0.55,0.96,False,False
37005071,2023 Jul 7,"rs were 0.73 (95% CI: 0.55, 0.96), ",0.93,0.83,1.04,False,False
37005071,2023 Jul 7,"6), 0.93 (95% CI: 0.83, 1.04), and ",0.85,0.74,0.98,False,False
37005071,2023 Jul 7, of use (≥10 years vs. never: FR = ,0.71,0.54,0.91,False,False
37005071,2023 Jul 7,use (≥5 times/year vs. never: FR = ,0.82,0.60,1.11,False,False
18456643,2008 Jul 1,onounced among twins (odds ratio = ,0.68,0.62,0.75,True,False
18456643,2008 Jul 1,.75) than singletons (odds ratio = ,0.84,0.82,0.87,True,False
18456643,2008 Jul 1,ly indicated preterm (odds ratio = ,1.46,1.39,1.54,True,False
18456643,2008 Jul 1,54) and very preterm (odds ratio = ,1.49,1.34,1.65,True,False
23857774,2013 Oct 1,h fractions. ACP fractions yielded ,80.6,66,97,False,False
23857774,2013 Oct 1,he yield of frozen whole blood and ,99.3,86,100,False,False
11257060,2001 Mar 15,"rol infants, with an odds ratio of ",2.0,1.2,3.3,True,False
11257060,2001 Mar 15,s to herbicides (odds ratio (OR) = ,2.8,1.3,7.2,True,False
11257060,2001 Mar 15,nd to rodenticidal chemicals (OR = ,4.7,1.4,12.1,True,False
11257060,2001 Mar 15,2.1) but not to insecticides (OR = ,1.5,0.9,2.6,True,False
24256618,2014 Feb 1,ry periods (incidence rate ratio = ,1.39,1.03,1.87,True,False
24256618,2014 Feb 1,et periods (incidence rate ratio = ,0.74,0.59,0.92,True,False
37016424,2023 Apr 4,rapidly increasing vs. stable: ARR ,1.5,1.25,1.79,True,False
37016424,2023 Apr 4,0.96-1.88; rapidly increasing: ARR ,2.06,1.37,3.11,True,False
37016424,2023 Apr 4,the highest risk for diabetes (ARR ,2.15,1.67,2.76,True,False
28605396,2018 Jan 1,during 1993-2014. HW children were ,1.47,1.24,1.73,False,False
28605396,2018 Jan 1,ve close (<500 m) to a freeway and ,1.54,1.26,1.87,False,False
28605396,2018 Jan 1,se to a major nonfreeway road were ,2.16,1.26,3.69,False,False
27370792,2016 Jul 15,k of hypertension (relative risk = ,1.38,1.02,1.85,True,False
27370792,2016 Jul 15,k of hypertension (relative risk = ,1.34,1.01,1.77,True,False
29036484,2018 Mar 1, ratio for women with diabetes was ,2.3,2.0,2.7,True,False
29036484,2018 Mar 1,esponding hazard ratio for men was ,1.8,1.5,2.1,True,False
29036484,2018 Mar 1,tes hazard ratio was attenuated to ,2.0,1.8,2.3,True,False
29036484,2018 Mar 1,"1.8, 2.3) among women and remained ",1.8,1.5,2.1,False,False
28520853,2017 Oct 1,"mory, βperson-mean×time-in-study = ",0.006,0.000,0.012,False,True
28520853,2017 Oct 1,"ned, βperson-mean×time-in-study = -",0.005,0.008,0.002,False,True
28520853,2017 Oct 1, social support from children (β = ,0.037,0.010,0.064,False,True
28520853,2017 Oct 1,"CI: 0.010, 0.064) and friends (β = ",0.115,0.081,0.150,False,True
28520853,2017 Oct 1,ut not from a spouse/partner (β = -,0.034,0.059,0.009,False,True
28520853,2017 Oct 1,", -0.009) or extended family (β = -",0.035,0.064,0.006,False,True
11882523,2002 Mar 15,rewery workers and alcoholics were ,1.17,0.99,1.39,False,False
11882523,2002 Mar 15,"nce interval (CI): 0.99, 1.39) and ",1.99,1.66,2.39,False,False
11882523,2002 Mar 15,dose groups in cohort studies were ,0.98,0.79,1.21,False,False
11882523,2002 Mar 15,"es were 0.98 (95% CI: 0.79, 1.21), ",0.92,0.81,1.04,False,False
11882523,2002 Mar 15," 1.21), 0.92 (95% CI: 0.81, 1.04), ",1.04,0.88,1.22,False,False
11882523,2002 Mar 15,"4), 1.04 (95% CI: 0.88, 1.22), and ",1.53,1.04,2.25,False,False
11882523,2002 Mar 15,roups in case-control studies were ,0.63,0.51,0.78,False,False
11882523,2002 Mar 15,"es were 0.63 (95% CI: 0.51, 0.78), ",1.30,0.98,1.70,False,False
11882523,2002 Mar 15," 0.78), 1.30 (95% CI: 0.98, 1.70), ",1.13,0.46,2.75,False,False
11882523,2002 Mar 15,"0), 1.13 (95% CI: 0.46, 2.75), and ",1.86,1.39,2.49,False,False
18400769,2008 Jun 15,"is, with adjusted hazard ratios of ",1.77,1.41,2.24,True,False
18400769,2008 Jun 15," confidence interval: 1.41, 2.24), ",1.91,1.45,2.52,False,False
18400769,2008 Jun 15," confidence interval: 1.45, 2.52), ",1.89,1.48,2.42,False,False
18400769,2008 Jun 15,"fidence interval: 1.48, 2.42), and ",1.00,0.54,1.86,False,False
18400769,2008 Jun 15,"%), with adjusted hazard ratios of ",3.11,1.63,5.92,True,False
18400769,2008 Jun 15," confidence interval: 1.63, 5.92), ",3.08,1.44,6.57,False,False
18400769,2008 Jun 15," confidence interval: 1.44, 6.57), ",3.63,1.79,7.33,False,False
18400769,2008 Jun 15,"fidence interval: 1.79, 7.33), and ",0.77,0.18,3.35,False,False
18343881,2008 May 15,istribution hazards rate (SHR) was ,2.61,2.12,3.21,True,False
18343881,2008 May 15,zophrenia-related disorders (SHR = ,1.87,1.57,2.21,True,False
18343881,2008 May 15,"7, 2.21) and mood disorders (SHR = ",1.72,1.47,2.01,True,False
11495854,2001 Aug 15, nulligravid (relative risk (RR) = ,1.3,1.1,1.5,True,False
11495854,2001 Aug 15,st 12 months without success (RR = ,1.8,1.6,2.1,True,False
11495854,2001 Aug 15,"l problems, with relative risks of ",7.7,2.3,25,True,False
11495854,2001 Aug 15,"risks of 7.7 (95% CI: 2.3, 25) and ",2.4,1.2,4.6,False,False
29155920,2018 Apr 1,tional age z scores (adjusted β = -,0.04,0.08,0.01,False,True
29155920,2018 Apr 1,"I): -0.08, 0.01) and adjusted β = -",0.06,0.11,0.01,False,True
29155920,2018 Apr 1," vs. lowest, adjusted odds ratio = ",2.4,1.3,4.4,True,False
22759721,2012 Jul 15,ased BPH risk (hazard ratio (HR) = ,1.77,1.37,2.29,True,False
22759721,2012 Jul 15,"e interval (CI): 1.37, 2.29), HR = ",1.57,1.14,2.17,True,False
22759721,2012 Jul 15,".57 (95% CI: 1.14, 2.17), and HR = ",1.40,1.09,1.80,True,False
22759721,2012 Jul 15,ficant increases in BPH risk (HR = ,1.21,1.01,1.46,True,False
22759721,2012 Jul 15," = 1.21 (95% CI: 1.01, 1.46), HR = ",1.20,1.00,1.45,True,False
22759721,2012 Jul 15,".20 (95% CI: 1.00, 1.45), and HR = ",1.34,1.07,1.69,True,False
22759721,2012 Jul 15,hazard ratio for any NSAID use was ,1.06,0.82,1.38,True,False
18367469,2008 Jun 1,ion higher neighborhood measure = -,2.38,3.38,1.38,False,False
18367469,2008 Jun 1,".38, -1.38) kg/m(2) for women and -",1.20,1.84,0.57,False,False
18367469,2008 Jun 1,al environments (mean difference = ,0.52,0.07,0.97,False,False
24761008,2014 Jun 15,"us per week vs. less, odds ratio = ",3.85,1.57,10.15,True,False
16339055,2006 Jan 15,s of intake versus the lowest were ,1.16,0.76,1.79,False,False
16339055,2006 Jan 15,"CI): 0.76, 1.79) for total folate, ",1.14,0.77,1.69,False,False
16339055,2006 Jan 15,".77, 1.69) for total vitamin B(6), ",0.46,0.26,0.81,False,False
16339055,2006 Jan 15,".26, 0.81) for dietary folate, and ",0.69,0.41,1.15,False,False
12396998,2002 Nov 1,"c acid during that same month, was ",0.55,0.39,0.79,False,False
26121989,2015 Aug 1,ed with other types. We observed a ,1.8,1.3,2.3,False,False
26121989,2015 Aug 1," 1.3, 2.3) increased odds for PTD, ",2.2,1.0,3.4,False,False
26121989,2015 Aug 1,"% (95% CI: 1.0, 3.4) for VPTD, and ",1.1,0.2,2.0,False,False
26823438,2016 Feb 15, and ≥40.0 versus those <25.0 were ,1.00,0.67,1.48,False,False
26823438,2016 Feb 15,"idence interval (CI): 0.67, 1.48), ",1.49,0.97,2.30,False,False
26823438,2016 Feb 15," 1.48), 1.49 (95% CI: 0.97, 2.30), ",2.16,1.34,3.49,False,False
26823438,2016 Feb 15,"0), 2.16 (95% CI: 1.34, 3.49), and ",3.60,2.24,5.78,False,False
26823438,2016 Feb 15,"the lowest, incidence rate ratio = ",2.83,1.77,4.53,True,False
26823438,2016 Feb 15,s mellitus (incidence rate ratio = ,1.52,1.04,2.21,True,False
11117615,2000 Dec 1,tile with those in the lowest were ,1.1,0.7,1.7,False,False
11117615,2000 Dec 1,"interval: 0.7, 1.7) for total fat, ",0.7,0.5,1.2,False,False
11117615,2000 Dec 1,"nterval: 0.5, 1.2) for animal fat, ",1.2,0.7,2.1,False,False
11117615,2000 Dec 1,"rval: 0.7, 2.1) for vegetable fat, ",0.8,0.5,1.3,False,False
11117615,2000 Dec 1,"rval: 0.5, 1.3) for saturated fat, ",1.1,0.7,1.7,False,False
11117615,2000 Dec 1,"0.7, 1.7) for monounsaturated fat, ",1.7,1.0,2.8,False,False
11117615,2000 Dec 1," 2.8) for n-6 polyunsaturated fat, ",1.3,0.8,2.0,False,False
11117615,2000 Dec 1,".0) for trans unsaturated fat, and ",0.7,0.4,1.1,False,False
28174828,2017 Mar 1,h AF (adjusted hazard ratio (HR) = ,1.19,1.03,1.38,True,False
28174828,2017 Mar 1,F and invasive breast cancer (HR = ,1.01,0.85,1.20,True,False
28174828,2017 Mar 1,ident invasive breast cancer (HR = ,1.68,1.33,2.12,True,False
26362307,2015 Oct 1,RTIs (adjusted hazard ratio (HR) = ,1.64,1.22,2.19,True,False
26362307,2015 Oct 1,"22, 2.19) and LRTIs (adjusted HR = ",2.11,1.48,3.00,True,False
26362307,2015 Oct 1,ing hospitalization (adjusted HR = ,1.93,1.10,3.38,True,False
20061368,2010 Feb 15,s (adjusted odds ratio (OR(adj)) = ,1.2,1.0,1.6,True,False
20061368,2010 Feb 15,".0, 1.6) and fungicides (OR(adj) = ",1.4,1.1,1.8,True,False
20061368,2010 Feb 15,rganochlorine chlordane (OR(adj) = ,1.3,0.99,1.7,True,False
20061368,2010 Feb 15, the fungicides benomyl (OR(adj) = ,3.1,1.9,5.1,True,False
20061368,2010 Feb 15,5.1) and maneb/mancozeb (OR(adj) = ,2.2,1.5,3.3,True,False
20061368,2010 Feb 15, the herbicide paraquat (OR(adj) = ,1.8,1.1,2.8,True,False
20061368,2010 Feb 15,th both hyperthyroidism (OR(adj) = ,2.3,1.2,4.4,True,False
19363099,2009 Jun 1, deployment later on (risk ratio = ,0.81,0.67,0.99,True,False
16829553,2006 Sep 15,age 1 sleep (relative proportion = ,1.24,1.14,1.33,True,False
16829553,2006 Sep 15, wave sleep (relative proportion = ,0.86,0.78,0.95,True,False
19240225,2009 Apr 1, overall association (odds ratio = ,1.11,1.03,1.21,True,False
19211621,2009 Apr 15,ateral breast cancer (rate ratio = ,1.3,1.0,1.6,True,False
11159146,2001 Jan 1,osure in the present dwelling were ,1.59,1.08,2.27,False,False
11159146,2001 Jan 1,"idence interval (CI): 1.08, 2.27), ",1.93,1.19,3.13,False,False
11159146,2001 Jan 1,"7), 1.93 (95% CI: 1.19, 3.13), and ",1.93,0.99,3.77,False,False
23035134,2012 Oct 1,alt sensitivity of systolic BP was ,0.66,0.49,0.88,False,False
16731576,2006 Jul 1, with never use (odds ratio (OR) = ,1.19,1.00,1.41,True,False
16731576,2006 Jul 1,oring their hair before 1980 (OR = ,1.37,1.09,1.72,True,False
16731576,2006 Jul 1,d hair dyes only before 1980 (OR = ,1.62,1.10,2.40,True,False
15746468,2005 Mar 15,ose BMI was <20 (odds ratio (OR) = ,2.48,1.32,4.64,True,False
15746468,2005 Mar 15,"l (CI): 1.32, 4.64) or 20-25 (OR = ",1.60,1.04,2.46,True,False
15746468,2005 Mar 15," CI: 1.04, 2.46) but not >25 (OR = ",0.85,0.53,1.37,True,False
15746468,2005 Mar 15,"t marijuana use were BMI <20, OR = ",2.05,0.89,4.75,True,False
15746468,2005 Mar 15,"% CI: 0.89, 4.75); BMI 20-25, OR = ",1.78,1.00,3.17,True,False
15746468,2005 Mar 15,"CI: 1.00, 3.17); and BMI >25, OR = ",0.72,0.36,1.42,True,False
30371732,2019 Feb 1,"or chronic disease, hazard ratio = ",1.70,1.16,2.51,True,False
23337312,2013 Feb 15, segregation was associated with a ,1.29,1.00,1.65,False,False
23337312,2013 Feb 15, segregation was associated with a ,1.35,1.07,1.70,False,False
23337312,2013 Feb 15,"sity prevalence (prevalence ratio, ",0.54,0.33,0.90,True,False
10968375,2000 Aug 15,th IPF: farming (odds ratio (OR) = ,1.6,1.0,2.5,True,False
10968375,2000 Aug 15,"l (CI): 1.0, 2.5); livestock (OR = ",2.7,1.3,5.5,True,False
10968375,2000 Aug 15," CI: 1.3, 5.5); hairdressing (OR = ",4.4,1.2,16.3,True,False
10968375,2000 Aug 15,"% CI: 1.2, 16.3); metal dust (OR = ",2.0,1.0,4.0,True,False
10968375,2000 Aug 15,"CI: 1.0, 4.0); raising birds (OR = ",4.7,1.6,14.1,True,False
10968375,2000 Aug 15,.1); stone cutting/polishing (OR = ,3.9,1.2,12.7,True,False
10968375,2000 Aug 15,d vegetable dust/animal dust (OR = ,4.7,2.1,10.4,True,False
23673247,2013 Jun 15,onger for MSI tumors (odds ratio = ,4.96,2.76,8.91,True,False
23673247,2013 Jun 15, than for MSS tumors (odds ratio = ,2.33,1.66,3.28,True,False
30239578,2019 Jan 1,"ssion models, the hazard ratio was ",1.16,1.01,1.34,True,False
30239578,2019 Jan 1,for 15.0-29.9 g/day of alcohol and ,1.28,1.12,1.45,False,False
30239578,2019 Jan 1,"45) for ≥30.0 g/day among men, and ",1.06,0.85,1.32,False,False
30239578,2019 Jan 1," and 1.06 (95% CI: 0.85, 1.32) and ",1.15,0.92,1.43,False,False
17644825,2007 Sep 15, model (fixed-effects odds ratio = ,1.32,1.05,1.65,True,False
17035344,2006 Dec 15,"wer extremity performance score, a ",1.12,0.83,1.40,False,False
17035344,2006 Dec 15,", 1.40) lower grip strength, and a ",4.7,3.5,5.9,False,False
23788669,2013 Jul 15, melanoma of the head and neck was ,1.20,0.65,2.22,False,False
23788669,2013 Jul 15,ing IRR for the torso and legs was ,1.16,0.91,1.47,True,False
23788669,2013 Jul 15,"1, 1.47), yielding an IRR ratio of ",1.04,0.54,2.00,True,False
33907796,2021 Oct 1,"I of 22.5-24.9, hazard ratios were ",1.16,1.01,1.34,True,False
33907796,2021 Oct 1," 1.01, 1.34) for BMI 30.0-34.9 and ",1.52,1.27,1.83,False,False
17182980,2007 Mar 1,. They had a smaller testis size (-,0.9,2.2,0.4,False,False
17182980,2007 Mar 1,": -2.2, 0.4), fewer motile sperm (-",4.0,8.0,0.1,False,False
17182980,2007 Mar 1,rphologically normal spermatozoa (-,2.0,4.1,0.0,False,False
27188952,2016 Jun 1, subcohort (incidence rate ratio = ,0.55,0.36,0.81,True,False
27188952,2016 Jun 1,ed sharply (incidence rate ratio = ,0.39,0.19,0.72,True,False
12965877,2003 Sep 15,attacks in Manhattan declined from ,7.5,5.7,9.3,False,False
12965877,2003 Sep 15,9.3) 1 month after September 11 to ,0.6,0.3,0.9,False,False
17074966,2007 Jan 1,(TT) versus the wild type (CC) was ,1.36,1.11,1.67,False,False
17074966,2007 Jan 1,ts odds ratio for TT versus CC was ,1.44,1.21,1.70,True,False
17074966,2007 Jan 1,ts odds ratio for TT versus CC was ,1.82,1.22,2.70,True,False
14769644,2004 Feb 15,s observed (incidence rate ratio = ,1.29,1.06,1.58,True,False
23576676,2013 May 15,t for gestational age decreased by ,0.018,0.029,0.006,False,False
23576676,2013 May 15,le and high Gini coefficients were ,1.24,1.05,1.47,False,False
23576676,2013 May 15,"were 1.24 (95% CI: 1.05, 1.47) and ",1.23,1.02,1.48,False,False
17215379,2007 Apr 15,type 2 diabetes (odds ratio (OR) = ,1.32,1.06,1.64,True,False
17215379,2007 Apr 15,ased risk to the same extent (OR = ,1.27,1.01,1.59,True,False
17215379,2007 Apr 15,".26, 1.72; high birth weight: OR = ",1.36,1.07,1.73,True,False
23887044,2013 Oct 1,of type 1 and type 2 diabetes were ,0.48,0.23,1.02,False,False
23887044,2013 Oct 1,"ere 0.48% (95% CI: 0.23, 1.02) and ",0.36,0.20,0.67,False,False
23887044,2013 Oct 1,"r, undiagnosed T2DM prevalence was ",0.12,0.05,0.31,False,False
22517811,2012 Jun 15,mors (incidence rate ratio (IRR) = ,1.7,1.4,2.2,True,False
22517811,2012 Jun 15,.2) and endometrioid tumors (IRR = ,1.5,1.0,2.4,True,False
22517811,2012 Jun 15,sed risk of mucinous tumors (IRR = ,0.3,0.1,0.8,True,False
21044992,2010 Dec 15,th alcohol disorders (odds ratio = ,0.37,0.18,0.76,True,False
16076830,2005 Sep 1,overweight (regression coefficient=,0.94,0.89,0.98,False,False
16076830,2005 Sep 1," 95% CI: 0.55, 0.82; >9 months: OR=",0.68,0.50,0.91,True,False
12631540,2003 Mar 15,e odds ratio for H(2) blockers was ,0.29,0.12,0.69,True,False
12631540,2003 Mar 15,"0.12, 0.69) and for analgesics was ",0.40,0.22,0.71,False,False
17116648,2007 Feb 15,ides more than half the time (OR = ,1.9,0.7,4.7,True,False
14630605,2003 Dec 1,or = 2 months); hazard ratios were ,2.0,1.4,2.7,True,False
14630605,2003 Dec 1,"confidence interval: 1.4, 2.7) and ",2.0,1.3,2.9,False,False
22562662,2012 Jul 1,ssociated with former drinking was ,0.90,0.75,1.10,False,False
22562662,2012 Jul 1,"of <1, 1-2, and >2 drinks/day were ",0.93,0.83,1.03,False,False
22562662,2012 Jul 1,"ay were 0.93 (95% CI: 0.83, 1.03), ",0.91,0.78,1.06,False,False
22562662,2012 Jul 1,"3), 0.91 (95% CI: 0.78, 1.06), and ",0.78,0.65,0.93,False,False
23620240,2013 Jun 15,onding adjusted hazard ratios were ,1.09,0.95,1.26,True,False
23620240,2013 Jun 15,"l: 0.95, 1.26) for maternal CD and ",1.02,0.85,1.23,False,False
14742292,2004 Feb 1,tivity of antihypertensive use was ,92,85,96,False,False
14742292,2004 Feb 1,and slightly lower for the 2-year (,90,82,94,False,False
14742292,2004 Feb 1,"e 2-year (90% (95% CI: 82, 94) and ",87,78,92,False,False
14742292,2004 Feb 1," 87% (95% CI: 78, 92)) and 8-year (",80,69,88,False,False
14742292,2004 Feb 1,"d 8-year (80% (95% CI: 69, 88) and ",79,68,88,False,False
14742292,2004 Feb 1,"iods. For statins, sensitivity was ",83,64,93,False,False
14742292,2004 Feb 1,"83% (95% CI: 64, 93) for cases and ",93,69,99,False,False
14742292,2004 Feb 1,"or controls in the 6-month period, ",75,55,88,False,False
14742292,2004 Feb 1,"h period, 75% (95% CI: 55, 88) and ",86,60,96,False,False
14742292,2004 Feb 1," 60, 96) in the 2-year period, and ",67,42,85,False,False
14742292,2004 Feb 1,"riod, and 67% (95% CI: 42, 85) and ",75,41,93,False,False
14742292,2004 Feb 1,"essants, sensitivities ranged from ",66,47,80,False,False
14742292,2004 Feb 1,": 47, 80) in the 6-month period to ",44,30,60,False,False
10791559,2000 May 1, spina bifida (pooled odds ratio = ,1.8,1.4,2.2,True,False
10791559,2000 May 1,e risk factor (pooled odds ratio = ,2.0,1.5,2.8,True,False
14630602,2003 Dec 1,tpoints. Prevalence of obesity was ,1.9,1.5,2.4,False,False
14630602,2003 Dec 1,".4) in offspring of never smokers, ",4.5,2.9,6.7,False,False
14630602,2003 Dec 1,"ring the first trimester only, and ",5.9,3.8,8.7,False,False
14630602,2003 Dec 1,throughout pregnancy (odds ratio = ,3.23,2.00,5.21,True,False
14630602,2003 Dec 1,first trimester only (odds ratio = ,2.41,1.49,3.91,True,False
14630602,2003 Dec 1,Adjusted odds ratios were similar: ,1.70,1.02,2.87,True,False
14630602,2003 Dec 1,l smoking throughout pregnancy and ,2.22,1.33,3.69,False,False
31269196,2019 Oct 1,n over the previous 2-7 years were ,0.98,0.82,1.18,False,False
31269196,2019 Oct 1,"(excluding prostate and pancreas), ",1.05,0.67,1.63,False,False
31269196,2019 Oct 1," CI: 0.67, 1.63) for colon cancer, ",0.98,0.49,1.97,False,False
31269196,2019 Oct 1,"I: 0.49, 1.97) for bladder cancer, ",1.02,0.59,1.78,False,False
31269196,2019 Oct 1,": 0.59, 1.78) for lung cancer, and ",0.88,0.56,1.39,False,False
23785112,2013 Aug 1,ster walking pace (relative risk = ,1.18,1.05,1.31,True,False
